year,month,carrier,carrier_name,airport,state,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2020,2,9E,Endeavor Air Inc.,ABE,PA,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",42,7,1.71,0.14,0.06,0,5.08,0,0,602,164,30,10,0,398
2020,2,9E,Endeavor Air Inc.,AEX,LA,"Alexandria, LA: Alexandria International",104,18,6.64,0.05,2.74,0,8.56,0,2,1651,491,6,238,0,916
2020,2,9E,Endeavor Air Inc.,AGS,GA,"Augusta, GA: Augusta Regional at Bush Field",168,27,8.28,0.18,4.32,0,14.22,1,0,1777,364,16,236,0,1161
2020,2,9E,Endeavor Air Inc.,ATL,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3365,581,88.22,23.66,174.41,0,294.71,8,13,49533,10790,2786,9282,0,26675
2020,2,9E,Endeavor Air Inc.,ATW,WI,"Appleton, WI: Appleton International",55,6,2.92,0.11,1.96,0,1.01,0,0,394,186,12,98,0,98
2020,2,9E,Endeavor Air Inc.,AUS,TX,"Austin, TX: Austin - Bergstrom International",40,8,3.2,1.2,2.51,0,1.09,0,0,436,118,61,95,0,162
2020,2,9E,Endeavor Air Inc.,AVL,NC,"Asheville, NC: Asheville Regional",156,30,11.95,2.77,5.29,0,9.99,0,3,1612,461,233,223,0,695
2020,2,9E,Endeavor Air Inc.,AZO,MI,"Kalamazoo, MI: Kalamazoo/Battle Creek International",28,10,1.72,1.95,2.24,0,4.09,0,0,1137,88,737,85,0,227
2020,2,9E,Endeavor Air Inc.,BDL,CT,"Hartford, CT: Bradley International",160,18,7.11,1.26,1.96,0,7.67,0,1,916,235,162,146,0,373
2020,2,9E,Endeavor Air Inc.,BGR,ME,"Bangor, ME: Bangor International",80,12,3.25,0,1.02,0,7.73,1,0,929,277,0,54,0,598
2020,2,9E,Endeavor Air Inc.,BIS,ND,"Bismarck/Mandan, ND: Bismarck Municipal",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2,9E,Endeavor Air Inc.,BMI,IL,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",80,10,4.17,0,3.37,0,2.45,0,0,445,169,0,124,0,152
2020,2,9E,Endeavor Air Inc.,BNA,TN,"Nashville, TN: Nashville International",220,36,11,1.66,8.92,0,14.42,1,1,2497,1206,128,351,0,812
2020,2,9E,Endeavor Air Inc.,BOS,MA,"Boston, MA: Logan International",224,29,5.86,0.11,12.38,0,10.64,0,0,1935,325,8,824,0,778
2020,2,9E,Endeavor Air Inc.,BTR,LA,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",158,26,12.72,0.13,3.99,0,9.15,1,0,2472,1063,19,268,0,1122
2020,2,9E,Endeavor Air Inc.,BTV,VT,"Burlington, VT: Burlington International",209,24,7.31,1.02,5.51,0,10.16,8,1,2026,455,53,708,0,810
2020,2,9E,Endeavor Air Inc.,BUF,NY,"Buffalo, NY: Buffalo Niagara International",310,34,6.97,1.11,2.85,0,23.06,2,0,2361,493,55,127,0,1686
2020,2,9E,Endeavor Air Inc.,BWI,MD,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",225,28,5.32,1.31,8.25,0,13.11,0,0,1595,417,69,512,0,597
2020,2,9E,Endeavor Air Inc.,CAE,SC,"Columbia, SC: Columbia Metropolitan",96,11,2.61,0.74,2.09,0,5.56,1,0,382,143,17,48,0,174
2020,2,9E,Endeavor Air Inc.,CAK,OH,"Akron, OH: Akron-Canton Regional",38,8,2.67,0.12,1.05,0,4.16,0,0,486,175,13,26,0,272
2020,2,9E,Endeavor Air Inc.,CHA,TN,"Chattanooga, TN: Lovell Field",226,42,11.44,0.81,16.02,0,13.73,1,0,2030,468,55,605,0,902
2020,2,9E,Endeavor Air Inc.,CHO,VA,"Charlottesville, VA: Charlottesville Albemarle",169,30,7.95,0.69,5.63,0,15.73,1,0,2489,402,352,257,0,1478
2020,2,9E,Endeavor Air Inc.,CHS,SC,"Charleston, SC: Charleston AFB/International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2,9E,Endeavor Air Inc.,CID,IA,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",85,10,4.68,0,3.28,0,2.05,0,0,556,345,0,100,0,111
2020,2,9E,Endeavor Air Inc.,CLE,OH,"Cleveland, OH: Cleveland-Hopkins International",351,44,13.69,1.54,12.13,0,16.65,0,1,2863,880,162,457,0,1364
2020,2,9E,Endeavor Air Inc.,CLT,NC,"Charlotte, NC: Charlotte Douglas International",171,34,6.57,0.93,14.64,0,11.87,3,2,2690,610,154,716,0,1210
2020,2,9E,Endeavor Air Inc.,CMH,OH,"Columbus, OH: John Glenn Columbus International",61,13,5.34,1,3.12,0,3.54,0,0,589,305,19,103,0,162
2020,2,9E,Endeavor Air Inc.,CRW,WV,"Charleston/Dunbar, WV: Yeager",29,3,0.54,0.27,0,0,2.19,0,0,236,20,26,0,0,190
2020,2,9E,Endeavor Air Inc.,CVG,OH,"Cincinnati, OH: Cincinnati/Northern Kentucky International",1059,173,31.36,3.06,32.32,0,106.27,1,0,13360,2576,364,1745,0,8675
2020,2,9E,Endeavor Air Inc.,CWA,WI,"Mosinee, WI: Central Wisconsin",105,18,5.18,1.87,5.56,0,5.39,0,1,1984,265,866,155,0,698
2020,2,9E,Endeavor Air Inc.,DAY,OH,"Dayton, OH: James M Cox/Dayton International",149,22,9.25,1.66,9,0,2.09,0,0,1167,480,232,329,0,126
2020,2,9E,Endeavor Air Inc.,DCA,DC,"Washington, DC: Ronald Reagan Washington National",169,26,5.97,0.29,13.83,0,5.91,0,2,1444,224,28,942,0,250
2020,2,9E,Endeavor Air Inc.,DFW,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",88,22,3.18,0.78,13.12,0,4.92,0,1,929,131,24,581,0,193
2020,2,9E,Endeavor Air Inc.,DSM,IA,"Des Moines, IA: Des Moines International",230,32,9.34,0,13.35,0,9.31,0,0,1801,719,0,534,0,548
2020,2,9E,Endeavor Air Inc.,DTW,MI,"Detroit, MI: Detroit Metro Wayne County",1778,216,39.08,6.23,62.13,0,108.57,3,0,15193,4318,786,2594,0,7495
2020,2,9E,Endeavor Air Inc.,EVV,IN,"Evansville, IN: Evansville Regional",153,22,6.25,0.47,9.57,0,5.71,0,0,1317,494,16,363,0,444
2020,2,9E,Endeavor Air Inc.,EWN,NC,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",51,10,4.68,1,0.89,0,3.44,0,0,494,231,29,46,0,188
2020,2,9E,Endeavor Air Inc.,EWR,NJ,"Newark, NJ: Newark Liberty International",155,39,5.38,1.33,18.37,0,13.93,0,0,3692,766,74,1515,0,1337
2020,2,9E,Endeavor Air Inc.,EYW,FL,"Key West, FL: Key West International",29,5,1.64,1.15,0.33,0,1.88,0,0,968,253,109,72,0,534
2020,2,9E,Endeavor Air Inc.,FNT,MI,"Flint, MI: Bishop International",39,4,2,0.08,1,0,0.92,0,0,234,155,2,53,0,24
2020,2,9E,Endeavor Air Inc.,GNV,FL,"Gainesville, FL: Gainesville Regional",121,32,9.76,1.78,5.96,0,14.49,0,0,2683,544,339,314,0,1486
2020,2,9E,Endeavor Air Inc.,GPT,MS,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",105,17,5.35,0.57,4.32,0,6.76,0,1,1116,418,28,267,0,403
2020,2,9E,Endeavor Air Inc.,GRB,WI,"Green Bay, WI: Green Bay Austin Straubel International",24,1,0,0,1,0,0,0,0,55,0,0,55,0,0
2020,2,9E,Endeavor Air Inc.,GRR,MI,"Grand Rapids, MI: Gerald R. Ford International",57,16,5.27,1,4.59,0,5.14,0,0,1077,279,56,202,0,540
2020,2,9E,Endeavor Air Inc.,GSO,NC,"Greensboro/High Point, NC: Piedmont Triad International",87,11,2.39,0,3.49,0,5.12,0,0,808,228,0,161,0,419
2020,2,9E,Endeavor Air Inc.,GSP,SC,"Greer, SC: Greenville-Spartanburg International",138,37,14.08,4.32,8.09,0,10.51,1,0,2690,885,403,405,0,997
2020,2,9E,Endeavor Air Inc.,HPN,NY,"White Plains, NY: Westchester County",97,16,6.58,1.66,3.21,0,4.55,0,1,946,218,169,88,0,471
2020,2,9E,Endeavor Air Inc.,HRL,TX,"Harlingen/San Benito, TX: Valley International",25,3,0,0,2.73,0,0.27,0,0,102,0,0,89,0,13
2020,2,9E,Endeavor Air Inc.,HSV,AL,"Huntsville, AL: Huntsville International-Carl T Jones Field",47,4,0.04,0.27,1.01,0,2.68,0,0,461,6,48,101,0,306
2020,2,9E,Endeavor Air Inc.,IAD,DC,"Washington, DC: Washington Dulles International",90,10,3.97,0,2.4,1,2.63,0,0,612,356,0,108,23,125
2020,2,9E,Endeavor Air Inc.,IAH,TX,"Houston, TX: George Bush Intercontinental/Houston",45,11,5.61,0,4,0,1.39,0,0,556,369,0,153,0,34
2020,2,9E,Endeavor Air Inc.,IND,IN,"Indianapolis, IN: Indianapolis International",230,40,17.38,1.06,12.63,0,8.93,0,0,2619,1385,203,491,0,540
2020,2,9E,Endeavor Air Inc.,JAN,MS,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",80,15,4.53,3.72,4.61,0,2.14,0,0,1283,156,657,107,0,363
2020,2,9E,Endeavor Air Inc.,JAX,FL,"Jacksonville, FL: Jacksonville International",131,29,6.13,0.55,8.14,0,14.18,2,0,1860,370,83,400,0,1007
2020,2,9E,Endeavor Air Inc.,JFK,NY,"New York, NY: John F. Kennedy International",1544,192,35.03,4.82,58.95,0,93.2,3,0,15822,3565,440,3032,0,8785
2020,2,9E,Endeavor Air Inc.,LAN,MI,"Lansing, MI: Capital Region International",51,14,5.14,0.27,6.65,0,1.94,0,0,1144,785,17,229,0,113
2020,2,9E,Endeavor Air Inc.,LEX,KY,"Lexington, KY: Blue Grass",203,26,7.83,1.49,5.43,0,11.25,0,0,2641,862,90,796,0,893
2020,2,9E,Endeavor Air Inc.,LFT,LA,"Lafayette, LA: Lafayette Regional Paul Fournet Field",51,10,4.98,1.75,0.37,0,2.9,0,1,718,283,210,47,0,178
2020,2,9E,Endeavor Air Inc.,LGA,NY,"New York, NY: LaGuardia",1860,379,47.29,15.21,183,0,133.51,25,6,36818,5629,1469,16546,0,13174
2020,2,9E,Endeavor Air Inc.,LIT,AR,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",23,6,3.25,0,0.75,0,2,0,0,495,222,0,30,0,243
2020,2,9E,Endeavor Air Inc.,LNK,NE,"Lincoln, NE: Lincoln Airport",21,1,0,0.02,0,0,0.98,0,0,85,0,2,0,0,83
2020,2,9E,Endeavor Air Inc.,MBS,MI,"Saginaw/Bay City/Midland, MI: MBS International",34,8,4.19,0,3.81,0,0,0,0,870,725,0,145,0,0
2020,2,9E,Endeavor Air Inc.,MCI,MO,"Kansas City, MO: Kansas City International",144,19,8.14,1.35,6.38,0,3.12,0,0,1008,393,91,336,0,188
2020,2,9E,Endeavor Air Inc.,MDT,PA,"Harrisburg, PA: Harrisburg International",23,3,1.08,0,1,0,0.92,0,0,113,70,0,24,0,19
2020,2,9E,Endeavor Air Inc.,MDW,IL,"Chicago, IL: Chicago Midway International",62,9,3.07,0.51,3.28,0,2.15,0,0,500,121,26,156,0,197
2020,2,9E,Endeavor Air Inc.,MEM,TN,"Memphis, TN: Memphis International",53,6,2.19,0.82,1.23,0,1.76,0,0,287,97,46,46,0,98
2020,2,9E,Endeavor Air Inc.,MGM,AL,"Montgomery, AL: Montgomery Regional",52,11,3.3,0,0.87,0,6.83,0,0,1143,467,0,71,0,605
2020,2,9E,Endeavor Air Inc.,MHT,NH,"Manchester, NH: Manchester-Boston Regional",95,19,6.48,0,8.38,0,4.14,0,1,658,185,0,221,0,252
2020,2,9E,Endeavor Air Inc.,MKE,WI,"Milwaukee, WI: General Mitchell International",48,9,2.14,0,2.09,0,4.77,0,0,460,99,0,83,0,278
2020,2,9E,Endeavor Air Inc.,MLI,IL,"Moline, IL: Quad City International",80,11,6.66,0.03,0.61,0,3.7,1,0,899,283,8,39,0,569
2020,2,9E,Endeavor Air Inc.,MOB,AL,"Mobile, AL: Mobile Regional",64,10,2.79,1.45,4.42,0,1.34,0,2,1695,878,158,262,0,397
2020,2,9E,Endeavor Air Inc.,MSN,WI,"Madison, WI: Dane County Regional-Truax Field",56,14,2.51,0,2.37,0,9.12,1,0,1023,167,0,86,0,770
2020,2,9E,Endeavor Air Inc.,MSP,MN,"Minneapolis, MN: Minneapolis-St Paul International",1033,101,19.75,1.74,19.54,0,59.97,0,0,6244,1786,256,704,0,3498
2020,2,9E,Endeavor Air Inc.,MSY,LA,"New Orleans, LA: Louis Armstrong New Orleans International",8,1,0.92,0,0.04,0,0.04,0,0,77,71,0,3,0,3
2020,2,9E,Endeavor Air Inc.,OAJ,NC,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",101,15,5.5,1.93,2.9,0,4.67,0,0,1276,197,607,98,0,374
2020,2,9E,Endeavor Air Inc.,OMA,NE,"Omaha, NE: Eppley Airfield",71,12,7,0,1.31,0,3.69,0,0,557,321,0,82,0,154
2020,2,9E,Endeavor Air Inc.,ORD,IL,"Chicago, IL: Chicago O'Hare International",255,59,9.53,2.96,34.11,0,12.4,1,1,5914,981,276,3507,0,1150
2020,2,9E,Endeavor Air Inc.,ORF,VA,"Norfolk, VA: Norfolk International",198,29,6.76,0,8.53,0,13.71,2,0,2994,376,0,1232,0,1386
2020,2,9E,Endeavor Air Inc.,PHF,VA,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",83,12,5.46,0.84,0.47,0,5.23,0,0,1401,426,77,47,0,851
2020,2,9E,Endeavor Air Inc.,PHL,PA,"Philadelphia, PA: Philadelphia International",113,25,5.4,3.59,9.31,0,6.69,0,0,1855,429,408,518,0,500
2020,2,9E,Endeavor Air Inc.,PIT,PA,"Pittsburgh, PA: Pittsburgh International",317,36,7.66,1.07,6.44,0,20.82,2,0,2249,388,100,289,0,1472
2020,2,9E,Endeavor Air Inc.,PVD,RI,"Providence, RI: Theodore Francis Green State",20,5,2.03,0,1.45,0,1.52,0,0,204,49,0,54,0,101
2020,2,9E,Endeavor Air Inc.,PWM,ME,"Portland, ME: Portland International Jetport",190,31,9.53,0.63,3.08,0,17.75,0,0,1898,522,38,137,0,1201
2020,2,9E,Endeavor Air Inc.,RDU,NC,"Raleigh/Durham, NC: Raleigh-Durham International",780,131,18.52,3.93,38.28,0,70.27,3,0,12032,3584,493,1693,0,6262
2020,2,9E,Endeavor Air Inc.,RIC,VA,"Richmond, VA: Richmond International",68,7,2.04,0.99,0.93,0,3.05,1,0,578,145,137,42,0,254
2020,2,9E,Endeavor Air Inc.,ROA,VA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",29,5,1.36,0.59,0,0,3.05,0,0,815,437,73,0,0,305
2020,2,9E,Endeavor Air Inc.,ROC,NY,"Rochester, NY: Greater Rochester International",140,17,7.7,0,4.04,0,5.26,2,0,920,517,0,147,0,256
2020,2,9E,Endeavor Air Inc.,RST,MN,"Rochester, MN: Rochester International",36,4,1.42,0,1,0,1.58,0,1,437,198,0,16,0,223
2020,2,9E,Endeavor Air Inc.,SAV,GA,"Savannah, GA: Savannah/Hilton Head International",51,4,0.14,0,1.37,0,2.5,0,0,433,15,0,114,0,304
2020,2,9E,Endeavor Air Inc.,SDF,KY,"Louisville, KY: Louisville Muhammad Ali International",30,9,3.2,0,0.64,0,5.15,0,0,787,177,0,142,0,468
2020,2,9E,Endeavor Air Inc.,SGF,MO,"Springfield, MO: Springfield-Branson National",109,20,8.46,0.59,3.1,0,7.85,0,0,1141,364,38,116,0,623
2020,2,9E,Endeavor Air Inc.,SHV,LA,"Shreveport, LA: Shreveport Regional",159,29,10.42,2.09,7.97,0,8.51,1,0,1882,914,109,292,0,567
2020,2,9E,Endeavor Air Inc.,SRQ,FL,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,2,9E,Endeavor Air Inc.,STL,MO,"St. Louis, MO: St Louis Lambert International",216,33,8,0.63,9.92,0,14.45,1,0,1775,406,66,355,0,948
2020,2,9E,Endeavor Air Inc.,SYR,NY,"Syracuse, NY: Syracuse Hancock International",104,7,3.87,0,1.17,0,1.96,1,1,465,263,0,41,0,161
2020,2,9E,Endeavor Air Inc.,TLH,FL,"Tallahassee, FL: Tallahassee International",143,18,9.41,0.25,2.63,0,5.71,0,0,1161,368,34,186,0,573
2020,2,9E,Endeavor Air Inc.,TPA,FL,"Tampa, FL: Tampa International",80,13,2.03,0.95,2.32,0,7.7,0,0,808,89,75,143,0,501
2020,2,9E,Endeavor Air Inc.,TRI,TN,"Bristol/Johnson City/Kingsport, TN: Tri Cities",34,1,1,0,0,0,0,0,0,32,32,0,0,0,0
2020,2,9E,Endeavor Air Inc.,TUL,OK,"Tulsa, OK: Tulsa International",16,3,1.37,0,0.52,0,1.11,0,0,225,157,0,12,0,56
2020,2,9E,Endeavor Air Inc.,TVC,MI,"Traverse City, MI: Cherry Capital",21,4,1.86,0,0,0,2.14,0,0,191,119,0,0,0,72
2020,2,9E,Endeavor Air Inc.,TYS,TN,"Knoxville, TN: McGhee Tyson",390,65,22.86,1.76,15.09,0,25.29,2,1,4891,1595,287,1009,0,2000
2020,2,9E,Endeavor Air Inc.,VPS,FL,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",48,8,3.31,1.32,2.37,0,1,0,0,409,101,53,136,0,119
2020,2,9E,Endeavor Air Inc.,XNA,AR,"Fayetteville, AR: Northwest Arkansas Regional",178,27,9.86,0.22,6.72,0,10.2,0,0,1777,540,43,314,0,880
2020,2,AA,American Airlines Inc.,ABQ,NM,"Albuquerque, NM: Albuquerque International Sunport",198,32,13.41,0,2.89,0,15.7,2,0,1544,541,0,75,0,928
2020,2,AA,American Airlines Inc.,ALB,NY,"Albany, NY: Albany International",92,19,5.38,0,6.06,0,7.56,1,1,875,228,0,192,0,455
2020,2,AA,American Airlines Inc.,AMA,TX,"Amarillo, TX: Rick Husband Amarillo International",29,3,0,0.24,1.11,0,1.65,0,0,110,0,9,44,0,57
2020,2,AA,American Airlines Inc.,ATL,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",841,167,56.96,4.7,46.61,0,58.73,6,1,10660,3597,402,2309,0,4352
2020,2,AA,American Airlines Inc.,AUS,TX,"Austin, TX: Austin - Bergstrom International",880,142,58.74,3.14,38.96,0,41.16,9,0,7927,3527,189,1156,0,3055
2020,2,AA,American Airlines Inc.,BDL,CT,"Hartford, CT: Bradley International",334,51,21.38,1.38,9.95,0,18.29,3,1,3929,1880,128,329,0,1592
2020,2,AA,American Airlines Inc.,BHM,AL,"Birmingham, AL: Birmingham-Shuttlesworth International",56,7,2.57,0,2.3,0,2.14,0,0,306,165,0,61,0,80
2020,2,AA,American Airlines Inc.,BNA,TN,"Nashville, TN: Nashville International",548,78,26.33,0.51,19.02,0.44,31.7,4,2,3891,1730,20,502,12,1627
2020,2,AA,American Airlines Inc.,BOI,ID,"Boise, ID: Boise Air Terminal",81,9,4.91,0,2.1,0,1.99,0,0,555,433,0,43,0,79
2020,2,AA,American Airlines Inc.,BOS,MA,"Boston, MA: Logan International",1921,303,92.35,8.64,83.09,0,118.91,27,1,19598,6539,464,3393,0,9202
2020,2,AA,American Airlines Inc.,BUF,NY,"Buffalo, NY: Buffalo Niagara International",88,14,4,1,3.99,0.23,4.79,3,0,1136,208,584,122,5,217
2020,2,AA,American Airlines Inc.,BUR,CA,"Burbank, CA: Bob Hope",60,11,2.64,0,5.78,0,2.58,0,1,313,98,0,125,0,90
2020,2,AA,American Airlines Inc.,BWI,MD,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",323,75,34.45,0.94,20.84,0,18.78,5,1,3254,1466,42,696,0,1050
2020,2,AA,American Airlines Inc.,BZN,MT,"Bozeman, MT: Bozeman Yellowstone International",29,2,0,0,1.23,0,0.77,0,0,142,0,0,44,0,98
2020,2,AA,American Airlines Inc.,CHS,SC,"Charleston, SC: Charleston AFB/International",143,21,9.91,0,4.29,0,6.8,3,0,887,378,0,146,0,363
2020,2,AA,American Airlines Inc.,CLE,OH,"Cleveland, OH: Cleveland-Hopkins International",134,24,9.37,0,3,0,11.62,1,0,1008,428,0,63,0,517
2020,2,AA,American Airlines Inc.,CLT,NC,"Charlotte, NC: Charlotte Douglas International",8082,1355,317.94,34.37,503.47,1.06,498.15,184,33,114974,37120,8008,31371,42,38433
2020,2,AA,American Airlines Inc.,CMH,OH,"Columbus, OH: John Glenn Columbus International",199,30,14.39,0,7.53,0,8.08,1,0,1350,629,0,242,0,479
2020,2,AA,American Airlines Inc.,COS,CO,"Colorado Springs, CO: City of Colorado Springs Municipal",136,25,11.06,0,6.8,1,6.14,0,0,1359,716,0,176,26,441
2020,2,AA,American Airlines Inc.,CVG,OH,"Cincinnati, OH: Cincinnati/Northern Kentucky International",76,12,4.34,0,1.48,0,6.18,0,0,777,261,0,50,0,466
2020,2,AA,American Airlines Inc.,DAB,FL,"Daytona Beach, FL: Daytona Beach International",28,3,0.75,0,0.18,0.14,1.94,3,0,87,12,0,6,5,64
2020,2,AA,American Airlines Inc.,DCA,DC,"Washington, DC: Ronald Reagan Washington National",2117,322,93.07,6.14,98.88,0.71,123.19,31,7,19332,5588,250,4143,17,9334
2020,2,AA,American Airlines Inc.,DEN,CO,"Denver, CO: Denver International",717,128,45.21,1.41,50.26,0.05,31.07,5,0,7954,2290,89,3344,4,2227
2020,2,AA,American Airlines Inc.,DFW,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",11470,1812,484.07,35.78,699.44,2.59,590.12,47,11,132438,57477,2870,24205,82,47804
2020,2,AA,American Airlines Inc.,DSM,IA,"Des Moines, IA: Des Moines International",134,14,6.46,0,3.4,0,4.14,0,0,542,331,0,107,0,104
2020,2,AA,American Airlines Inc.,DTW,MI,"Detroit, MI: Detroit Metro Wayne County",402,64,27.63,1.15,12.81,0.16,22.25,5,0,3577,1794,254,315,11,1203
2020,2,AA,American Airlines Inc.,EGE,CO,"Eagle, CO: Eagle County Regional",194,39,16.42,1.18,12.54,0,8.85,8,3,3969,1536,54,459,0,1920
2020,2,AA,American Airlines Inc.,ELP,TX,"El Paso, TX: El Paso International",174,29,8.75,0,4.66,0,15.59,0,0,1013,351,0,102,0,560
2020,2,AA,American Airlines Inc.,EWR,NJ,"Newark, NJ: Newark Liberty International",587,145,36.03,2.59,69.87,1,35.52,6,0,7381,1769,86,3202,68,2256
2020,2,AA,American Airlines Inc.,EYW,FL,"Key West, FL: Key West International",25,2,0.68,0,1,0,0.32,0,2,175,85,0,50,0,40
2020,2,AA,American Airlines Inc.,FAR,ND,"Fargo, ND: Hector International",29,2,1,0,0.63,0,0.38,0,0,35,19,0,10,0,6
2020,2,AA,American Airlines Inc.,FAT,CA,"Fresno, CA: Fresno Yosemite International",58,8,2.75,0,1.37,0,3.88,0,0,250,93,0,38,0,119
2020,2,AA,American Airlines Inc.,FLL,FL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",638,105,33.12,1.9,41.65,0.19,28.14,9,0,5597,1853,169,1747,6,1822
2020,2,AA,American Airlines Inc.,GEG,WA,"Spokane, WA: Spokane International",52,7,4.13,0,1.81,0,1.06,0,0,289,186,0,72,0,31
2020,2,AA,American Airlines Inc.,GRR,MI,"Grand Rapids, MI: Gerald R. Ford International",53,7,3.94,0,0.03,0,3.03,0,0,427,208,0,3,0,216
2020,2,AA,American Airlines Inc.,GSO,NC,"Greensboro/High Point, NC: Piedmont Triad International",53,18,8.73,0,3.56,0,5.72,3,0,858,422,0,92,0,344
2020,2,AA,American Airlines Inc.,GSP,SC,"Greer, SC: Greenville-Spartanburg International",55,8,1.63,0,1.67,0,4.7,1,0,435,52,0,35,0,348
2020,2,AA,American Airlines Inc.,GUC,CO,"Gunnison, CO: Gunnison-Crested Butte Regional",32,4,2.47,1,0,0,0.53,0,0,144,69,67,0,0,8
2020,2,AA,American Airlines Inc.,HDN,CO,"Hayden, CO: Yampa Valley",35,7,2.53,0,3.46,0,1,0,0,353,105,0,77,0,171
2020,2,AA,American Airlines Inc.,HNL,HI,"Honolulu, HI: Daniel K Inouye International",233,16,9.18,1,1.97,0,3.85,0,0,1206,822,58,44,0,282
2020,2,AA,American Airlines Inc.,IAD,DC,"Washington, DC: Washington Dulles International",139,26,10.32,0,3.61,0.11,11.96,1,0,2325,1411,0,161,5,748
2020,2,AA,American Airlines Inc.,IAH,TX,"Houston, TX: George Bush Intercontinental/Houston",509,104,29.44,1.78,34.54,0,38.24,3,0,6174,2197,89,1331,0,2557
2020,2,AA,American Airlines Inc.,ICT,KS,"Wichita, KS: Wichita Dwight D Eisenhower National",73,15,7.97,0,1.66,0,5.37,0,0,1327,745,0,46,0,536
2020,2,AA,American Airlines Inc.,ILM,NC,"Wilmington, NC: Wilmington International",90,17,4.43,0,3.15,0.59,8.84,4,0,1010,271,0,101,10,628
2020,2,AA,American Airlines Inc.,IND,IN,"Indianapolis, IN: Indianapolis International",304,55,24.42,1,9.57,1,19.01,1,0,2600,1164,17,208,18,1193
2020,2,AA,American Airlines Inc.,JAC,WY,"Jackson, WY: Jackson Hole",60,9,2.41,0.17,0.57,0,5.85,0,1,377,83,9,27,0,258
2020,2,AA,American Airlines Inc.,JAX,FL,"Jacksonville, FL: Jacksonville International",279,56,22.07,0.99,14.93,0.92,17.09,7,0,2897,1188,91,471,23,1124
2020,2,AA,American Airlines Inc.,JFK,NY,"New York, NY: John F. Kennedy International",1217,150,71.43,1.51,36.8,1,39.27,4,0,9160,4695,93,1477,15,2880
2020,2,AA,American Airlines Inc.,KOA,HI,"Kona, HI: Ellison Onizuka Kona International at Keahole",87,5,3.53,0,1,0,0.47,0,0,304,263,0,34,0,7
2020,2,AA,American Airlines Inc.,LAS,NV,"Las Vegas, NV: McCarran International",1161,172,66.83,2.31,44.33,0.36,58.16,4,0,9738,3290,283,1644,11,4510
2020,2,AA,American Airlines Inc.,LAX,CA,"Los Angeles, CA: Los Angeles International",3259,412,148.18,5.81,132.33,2.87,122.8,9,2,30318,12938,342,4640,73,12325
2020,2,AA,American Airlines Inc.,LBB,TX,"Lubbock, TX: Lubbock Preston Smith International",29,11,3.06,0,1.92,0,6.02,0,0,1061,687,0,55,0,319
2020,2,AA,American Airlines Inc.,LGA,NY,"New York, NY: LaGuardia",1881,352,70.17,6.91,165.06,0,109.87,43,2,24002,4687,522,10090,0,8703
2020,2,AA,American Airlines Inc.,LIH,HI,"Lihue, HI: Lihue Airport",67,11,5.25,0,1.13,0,4.62,0,0,643,398,0,26,0,219
2020,2,AA,American Airlines Inc.,MAF,TX,"Midland/Odessa, TX: Midland International Air and Space Port",43,7,3.24,0,1.15,0,2.61,2,0,342,181,0,35,0,126
2020,2,AA,American Airlines Inc.,MCI,MO,"Kansas City, MO: Kansas City International",409,76,29.98,1.19,14.04,0,30.79,6,0,3594,1293,50,489,0,1762
2020,2,AA,American Airlines Inc.,MCO,FL,"Orlando, FL: Orlando International",1484,260,93.12,4.33,105.33,0,57.21,11,2,14286,5797,530,3958,0,4001
2020,2,AA,American Airlines Inc.,MDT,PA,"Harrisburg, PA: Harrisburg International",54,8,4.1,0,0.32,0,3.58,1,0,277,131,0,7,0,139
2020,2,AA,American Airlines Inc.,MEM,TN,"Memphis, TN: Memphis International",330,49,12.7,0.14,14.09,0.91,21.15,3,0,2460,545,19,477,161,1258
